@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
1187,'2017/02/12 15:46:12:112',5,377.374908,395.511963,46.070957,313.940125,423.302551,69.428703,263.903778,429.600006,72.186165,211.099945,432.751556,55.329105,181.033676,419.756744,54.047798,428.511841,394.042786,45.894608,504.881897,410.487305,63.262951,539.513794,410.965515,65.919228,577.706909,408.529877,63.839462,655.773071,402.102905,58.209446,0,0.02,1,0
1188,'2017/02/12 15:46:12:162',5,377.5336,395.343262,46.055645,313.735138,423.28302,69.339447,263.765717,429.60907,72.090149,210.964981,432.326904,55.17622,181.024765,419.226135,53.936432,428.493896,394.034515,45.884193,504.804352,410.468231,63.264599,539.449402,410.961182,65.920547,577.605347,408.549622,63.840126,655.693054,402.10318,58.214607,0,0.02,1,0
1189,'2017/02/12 15:46:12:213',5,377.696045,395.389709,46.046459,313.077301,423.278961,69.203484,263.115906,429.396759,71.963173,210.531815,431.730774,54.95546,180.790497,418.487457,53.744312,428.235626,393.969757,45.9259,504.758728,410.384796,63.300941,539.429382,410.860443,65.950882,577.554504,408.468201,63.861858,655.57074,402.034485,58.221214,0,0.02,1,0
1190,'2017/02/12 15:46:12:262',5,377.864655,395.666321,46.067577,312.60672,422.960266,69.197189,262.604187,428.942047,71.966782,210.488983,431.850128,54.886181,180.772095,418.603821,53.640682,428.039612,393.834106,45.957275,504.778595,410.263123,63.317959,539.479248,410.74057,65.96035,577.580811,408.354828,63.863033,655.516296,401.980347,58.203629,0,0.02,1,0
1191,'2017/02/12 15:46:12:313',5,378.599762,396.906708,46.209324,312.116913,422.247437,69.37735,262.024414,428.394165,72.115105,212.240128,434.169769,54.959976,182.10611,421.322662,53.588669,427.864807,393.668854,45.981419,504.751587,410.092529,63.333008,539.463806,410.588287,65.968216,577.513611,408.164581,63.866791,655.439819,401.871582,58.190697,0,0.02,1,0
1192,'2017/02/12 15:46:12:363',5,379.242279,397.124481,46.385899,311.972778,422.310425,69.502655,261.742493,428.375854,72.218704,212.746399,434.356934,55.063976,182.690613,421.504272,53.651657,427.69519,393.525391,46.011971,504.699646,409.928223,63.353691,539.45105,410.43338,65.981964,577.451416,408.05542,63.871269,655.37854,401.821289,58.179909,0,0.02,1,0
1193,'2017/02/12 15:46:12:413',5,378.629578,397.060974,46.609932,311.722473,422.242004,69.729324,261.546906,428.548737,72.439568,213.207245,435.318115,55.331093,182.947296,422.510193,53.941463,427.4841,393.371979,46.04031,504.498718,409.748444,63.375771,539.294312,410.308472,65.992996,577.345642,407.900299,63.878201,655.132996,401.704285,58.175827,0,0.02,1,0
1194,'2017/02/12 15:46:12:462',5,378.14444,396.985046,46.596371,311.685852,422.155365,69.749374,261.576843,428.497101,72.477356,213.167923,435.378723,55.46983,182.81279,422.656616,54.057236,427.394897,393.302399,46.050072,504.286926,409.661835,63.388527,539.134277,410.240936,66.003273,577.231384,407.782654,63.891388,654.890991,401.577026,58.191998,0,0.02,1,0
1195,'2017/02/12 15:46:12:512',5,376.865631,396.75238,46.500824,311.495453,422.037781,69.714752,261.554626,428.564758,72.471809,212.836136,435.39386,55.641445,182.252625,422.855682,54.216442,427.30365,393.226379,46.062004,504.004486,409.549011,63.403942,538.916016,410.157532,66.015198,577.054077,407.676056,63.904408,654.601563,401.465424,58.209797,0,0.02,1,0
1196,'2017/02/12 15:46:12:564',5,376.639465,396.566742,46.520199,311.406006,422.039825,69.725876,261.457916,428.618744,72.486511,212.938477,435.224854,55.766571,182.280563,422.773743,54.313644,427.235992,393.181671,46.066277,503.830994,409.501312,63.411156,538.764221,410.116791,66.020973,576.953735,407.623505,63.910946,654.455078,401.398743,58.219193,0,0.02,1,0
1197,'2017/02/12 15:46:12:612',5,376.147461,396.334839,46.514,311.3125,422.008575,69.722115,261.370056,428.634888,72.498528,212.892456,435.076477,55.883255,182.12561,422.736176,54.412735,427.176636,393.144958,46.072792,503.648407,409.450714,63.420025,538.571411,410.085358,66.027527,576.81958,407.583344,63.918373,654.298218,401.312134,58.232025,0,0.02,1,0
1198,'2017/02/12 15:46:12:663',5,376.298615,395.930298,46.771942,310.792023,422.000671,69.89241,260.698303,428.746521,72.638031,213.195648,434.74646,56.185387,182.311157,422.697845,54.575394,427.135773,393.07019,46.104244,503.357849,409.328094,63.460312,538.300842,409.960205,66.069229,576.602783,407.456146,63.963085,654.019226,401.158325,58.289879,0,0.02,1,0
1199,'2017/02/12 15:46:12:711',5,375.881805,395.97226,46.725861,310.783142,422.038513,69.864784,260.668091,428.6922,72.634354,212.54364,434.174011,56.286446,181.716034,422.122925,54.647072,427.128937,393.003571,46.140488,503.196075,409.242371,63.502857,538.193604,409.845093,66.115829,576.484375,407.341583,64.011841,653.820557,401.048035,58.347939,0,0.02,1,0
1200,'2017/02/12 15:46:12:767',5,376.005981,396.47171,46.784744,310.55545,422.02359,69.941582,260.258545,428.33606,72.722801,211.761154,433.447357,56.411781,181.239777,421.238525,54.757652,427.076355,392.962036,46.178055,502.963074,409.157776,63.55191,537.994263,409.73703,66.169403,576.270386,407.228119,64.069099,653.608765,400.858612,58.419479,0,0.02,1,0
1201,'2017/02/12 15:46:12:813',5,375.766113,396.797699,46.722599,310.686188,422.033112,69.944008,260.361816,428.110718,72.755913,211.06633,432.939697,56.497326,180.72731,420.598145,54.848759,426.637787,392.885437,46.273884,502.906738,409.064056,63.608841,537.947632,409.683838,66.203201,576.280884,407.153625,64.085815,653.478699,400.753326,58.400986,0,0.02,1,0
1202,'2017/02/12 15:46:12:862',5,375.830505,397.005249,46.670876,311.073059,422.053436,69.950989,260.676361,427.980194,72.788704,210.996307,432.926758,56.546093,180.700516,420.554199,54.904839,426.147949,392.850922,46.368843,502.520264,409.082031,63.666824,537.467712,409.71817,66.241608,576.032349,407.161682,64.111931,653.181274,400.716644,58.403698,0,0.02,1,0
1203,'2017/02/12 15:46:12:911',5,376.096832,397.490784,46.667965,311.962311,421.846039,70.06794,261.448822,427.57196,72.938423,211.066437,432.795624,56.723038,180.908997,420.380676,55.096371,425.87561,392.876343,46.415787,502.189331,409.150879,63.69318,537.016968,409.805511,66.256989,575.774048,407.214172,64.124191,652.940918,400.749481,58.409866,0,0.02,1,0
1204,'2017/02/12 15:46:12:963',5,377.675476,397.581238,46.75452,312.669373,422.038879,70.122421,261.836487,427.34024,72.984451,211.189117,431.564819,56.747894,181.547195,418.904968,55.141422,425.595276,392.939301,46.448448,501.514618,409.529175,63.687443,536.604248,409.927612,66.26297,575.529175,407.289948,64.129669,652.641357,400.831879,58.415787,0,0.02,1,0
1205,'2017/02/12 15:46:13:013',5,378.05777,397.264435,46.837948,313.25174,422.330444,70.178833,262.29303,427.814148,73.034012,211.720062,431.932953,56.762497,181.968002,419.296753,55.182961,425.398407,393.070923,46.476265,500.946838,409.920044,63.676453,536.224426,410.079834,66.265129,575.206177,407.468445,64.12915,652.3797,400.933777,58.427631,0,0.02,1,0
1206,'2017/02/12 15:46:13:063',5,377.934418,397.102417,46.820465,313.477356,422.464355,70.161507,262.381409,427.925262,73.042343,211.555603,432.145569,56.731022,181.711151,419.463867,55.178879,425.170624,393.117432,46.622334,500.664001,410.232483,63.758419,536.238281,410.083801,66.352051,575.151855,407.575897,64.194687,652.180359,401.357971,58.462029,0,0.02,1,0
1207,'2017/02/12 15:46:13:114',5,378.092987,397.346344,46.829189,313.048706,421.931824,70.184624,261.795135,427.554199,73.039383,212.087067,433.067047,56.686794,182.004547,420.639343,55.066414,425.198181,393.148651,46.738464,501.058411,410.148499,63.844315,536.637268,409.95929,66.420601,575.538574,407.44986,64.245934,652.470581,401.285645,58.479584,0,0.02,1,0
1208,'2017/02/12 15:46:13:164',5,379.108826,397.230438,47.179165,312.308899,421.798187,70.407249,260.470459,427.489685,73.183319,212.86232,433.671204,56.746262,182.765884,421.386993,55.052055,425.29187,393.138275,46.829891,501.419556,410.071045,63.918499,536.910889,409.946899,66.478088,575.875122,407.396545,64.296509,652.689514,401.269653,58.510933,0,0.02,1,0
1209,'2017/02/12 15:46:13:214',5,380.073578,396.80481,47.674034,311.830811,422.008972,70.660172,259.144531,427.753876,73.338028,213.891754,434.242676,56.808537,183.8573,422.033936,55.053242,425.422272,393.121887,46.907528,501.675262,410.083801,63.983955,537.139343,409.940796,66.537933,576.161255,407.35614,64.354141,652.85791,401.292877,58.559158,0,0.02,1,0
1210,'2017/02/12 15:46:13:263',5,380.860657,395.957031,48.334225,311.39212,422.272003,71.050461,257.66394,428.229889,73.618706,215.493042,435.402344,57.035023,185.250641,423.35733,55.224888,425.392822,393.157745,46.980762,501.863068,410.111603,64.037567,537.229431,410.000793,66.581497,576.307312,407.385254,64.394661,652.737671,401.412415,58.597168,0,0.02,1,0
1211,'2017/02/12 15:46:13:314',5,380.946259,395.756622,48.470196,311.321777,422.729736,71.038376,257.067444,428.587677,73.57988,215.411957,435.150482,57.060585,185.236221,423.090698,55.199238,425.270721,393.229553,47.016197,501.87085,410.132294,64.061165,537.093994,410.126099,66.593201,576.110535,407.555298,64.400871,652.56958,401.480713,58.616852,0,0.02,1,0
1212,'2017/02/12 15:46:13:363',5,380.355621,395.581238,48.477654,311.806152,424.432983,70.611427,257.012573,430.144348,73.136444,214.529358,433.769867,56.782024,184.659103,421.491119,54.885906,424.583832,393.237854,47.11684,500.827362,410.325104,64.161591,536.110107,410.296478,66.708397,575.145508,407.792084,64.527115,651.545166,401.851593,58.781658,0,0.02,1,0
1213,'2017/02/12 15:46:13:412',5,378.977509,395.894867,48.325455,312.37085,424.78244,70.325813,257.716736,430.432281,72.917198,213.948364,433.518219,56.635765,183.927567,421.22168,54.770645,424.049469,393.141602,47.170502,500.044708,410.37619,64.216301,535.384399,410.322052,66.775299,574.399353,407.879028,64.600174,650.797729,401.967346,58.879585,0,0.02,1,0
1214,'2017/02/12 15:46:13:461',5,377.977234,395.877197,48.226418,312.746918,424.509125,70.194183,258.381866,430.27594,72.836815,214.121246,433.955902,56.566795,183.721237,421.767303,54.734123,423.600647,393.010223,47.236069,499.491272,410.244781,64.280754,534.878052,410.216644,66.840424,573.861328,407.822266,64.665276,650.181824,402.084106,58.946068,0,0.02,1,0
1215,'2017/02/12 15:46:13:512',5,377.258453,396.394409,48.393272,313.073792,424.151428,70.098312,259.069855,429.369354,72.845459,214.663986,433.902954,56.586189,183.900574,421.880951,54.697941,423.062622,392.835083,47.328651,498.889923,410.14386,64.364059,534.310303,410.156219,66.920753,573.253296,407.80896,64.74276,649.467224,402.258057,59.020222,0,0.02,1,0
1216,'2017/02/12 15:46:13:564',5,376.60437,395.704712,48.442951,313.555145,423.667755,70.116783,259.832764,429.13205,72.901695,215.239624,434.075439,56.682957,184.034256,422.100372,54.845783,422.849121,392.881714,47.371487,498.648621,410.133392,64.397728,533.928467,410.272095,66.945831,572.936218,407.854431,64.775536,649.151001,402.293579,59.063053,0,0.02,1,0
1217,'2017/02/12 15:46:13:614',5,376.53067,395.839722,48.50322,313.523438,423.301208,70.129822,259.905212,428.752991,72.930054,215.214218,433.448822,56.908955,183.951828,421.797791,54.919647,422.630585,393.010742,47.429741,498.537994,410.293274,64.423828,533.867859,410.384705,66.971359,572.713623,408.103638,64.789131,648.966919,402.392365,59.088524,0,0.02,1,0
1218,'2017/02/12 15:46:13:663',5,376.563202,395.952545,48.595535,313.5047,423.224091,70.170502,259.908997,428.750061,72.962265,215.343521,433.402222,56.965115,184.072037,421.67746,54.99057,422.573181,393.050171,47.477203,498.539612,410.454346,64.443161,533.943176,410.444336,66.996376,572.746948,408.229523,64.808205,648.782471,402.651978,59.103638,0,0.02,1,0
1219,'2017/02/12 15:46:13:714',5,376.469238,396.102264,48.66346,313.520386,423.250397,70.181969,259.89563,428.77417,72.974724,215.424896,433.343109,57.026031,184.15976,421.676666,55.020023,422.764008,393.081055,47.513092,498.703186,410.576019,64.469414,534.112915,410.581787,67.025688,572.891052,408.384918,64.839676,648.82489,402.882233,59.142624,0,0.02,1,0
1220,'2017/02/12 15:46:13:763',5,376.486359,396.332855,48.759407,313.246613,423.317352,70.209961,259.571716,428.867889,72.980499,215.353149,433.131195,57.11171,184.194778,421.679352,55.006004,423.351563,393.082489,47.546345,499.197266,410.736542,64.499329,534.578369,410.773621,67.060333,573.363708,408.56781,64.880493,649.310181,403.056458,59.197258,0,0.02,1,0
1221,'2017/02/12 15:46:13:812',5,377.548584,397.16922,49.074066,313.097076,423.407928,70.47258,259.281616,429.358795,73.160103,217.234634,435.086731,57.280308,185.930466,423.834198,55.130203,424.548431,393.056732,47.539543,500.128174,410.877686,64.488762,535.484253,410.904358,67.064835,574.215454,408.651337,64.898567,650.23468,403.077911,59.244225,0,0.02,1,0
1222,'2017/02/12 15:46:13:863',5,378.036407,397.038239,49.183437,313.813721,423.698914,70.555939,260.005554,429.65451,73.248428,217.570343,434.55954,57.498844,186.39119,423.457642,55.2943,424.827576,393.040253,47.551201,500.518158,410.871765,64.484268,535.887695,410.906281,67.057274,574.57312,408.61676,64.889656,650.526794,403.096344,59.226112,0,0.02,1,0
1223,'2017/02/12 15:46:13:914',5,378.56488,396.790222,49.244205,314.324493,423.68399,70.585548,260.544739,429.585449,73.286278,218.292068,434.502075,57.544029,187.134048,423.375702,55.377476,425.113495,393.001648,47.560272,500.899841,410.871124,64.481842,536.297729,410.895935,67.052979,574.9646,408.581787,64.883125,650.820801,403.085052,59.211342,0,0.02,1,0
1224,'2017/02/12 15:46:13:962',5,379.090271,396.142365,49.451626,315.679749,423.565002,70.767265,261.968018,429.58963,73.506859,219.766129,434.623962,57.799042,188.457184,423.61026,55.684135,425.380005,392.955139,47.581921,501.31366,410.846619,64.48912,536.708435,410.884857,67.054657,575.372803,408.480377,64.88501,651.111816,403.150757,59.193993,0,0.02,1,0
1225,'2017/02/12 15:46:14:019',5,380.598236,395.47229,49.681725,316.55423,422.626282,71.023628,262.819763,428.922333,73.744217,221.746353,434.807312,58.072861,190.326065,424.06488,55.932659,425.486389,392.934601,47.5961,501.522003,410.81665,64.496399,536.918823,410.838562,67.059647,575.557129,408.459961,64.884705,651.221313,403.097717,59.18935,0,0.02,1,0
1226,'2017/02/12 15:46:14:067',5,381.079071,395.027985,49.767563,316.634949,422.34613,71.081055,262.881775,428.773895,73.783813,222.113953,434.291809,58.233215,190.855881,423.784241,56.033539,425.62384,392.915375,47.611351,501.79248,410.740875,64.503677,537.196045,410.751648,67.062759,575.820251,408.359558,64.883858,651.398804,402.997528,59.180004,0,0.02,1,0
1227,'2017/02/12 15:46:14:117',5,382.799927,394.711853,49.831375,316.815826,422.289429,71.085266,262.941772,428.770813,73.772339,222.191895,433.233582,58.402218,191.241318,423.07251,56.085087,425.753235,392.859314,47.62553,502.033264,410.67865,64.511375,537.430725,410.698883,67.066185,576.024719,408.266968,64.886047,651.491638,402.989746,59.173256,0,0.02,1,0
1228,'2017/02/12 15:46:14:166',5,383.679443,394.666443,49.841007,316.908569,422.215057,71.066185,262.942139,428.795502,73.758133,222.029343,432.828644,58.454342,191.155624,422.749512,56.11145,425.839386,392.820801,47.633312,502.200134,410.62384,64.517853,537.591309,410.664825,67.068932,576.150024,408.246277,64.885696,651.574036,402.977081,59.170013,0,0.02,1,0
1229,'2017/02/12 15:46:14:215',5,384.341431,394.876221,49.867439,316.901123,422.114563,71.044579,262.937012,428.595856,73.756157,222.01767,432.610657,58.490944,191.203857,422.576111,56.136368,425.927032,392.788239,47.640636,502.336212,410.590576,64.522202,537.732666,410.635559,67.071274,576.262817,408.216248,64.886185,651.577148,402.956879,59.169151,0,0.02,1,0
1230,'2017/02/12 15:46:14:265',5,384.16745,395.087158,49.792576,317.642029,422.00238,70.921417,264.073059,428.562317,73.727066,222.418076,432.875977,58.497532,191.288895,422.839172,56.253094,426.111694,392.749908,47.652027,502.575836,410.57901,64.528236,537.958435,410.623352,67.076004,576.467041,408.211731,64.888313,651.59967,402.931793,59.173733,0,0.02,1,0
1231,'2017/02/12 15:46:14:314',5,383.951019,395.257965,49.757252,317.744812,421.918884,70.846191,264.226624,428.479553,73.673477,222.396881,432.732391,58.46767,191.264694,422.757843,56.234383,426.140686,392.742279,47.653679,502.692932,410.535583,64.528358,538.039429,410.596222,67.071701,576.525574,408.194305,64.880539,651.633179,402.838257,59.166336,0,0.02,1,0
1232,'2017/02/12 15:46:14:364',5,381.8974,395.47522,49.450066,316.745636,421.677307,70.421585,263.218018,428.277802,73.288925,220.857986,432.04361,58.257595,189.880798,422.483093,55.908314,426.033844,392.740356,47.650249,502.766571,410.521362,64.531631,537.962158,410.663239,67.066071,576.422607,408.225128,64.875328,651.468201,402.836243,59.167328,0,0.02,1,0
1233,'2017/02/12 15:46:14:421',5,381.358368,395.802979,49.399578,316.410339,421.716095,70.31443,262.719666,428.245514,73.191116,219.965118,431.158234,58.327644,189.289902,421.992798,55.848614,425.99707,392.725952,47.648312,502.822388,410.503265,64.533913,537.9552,410.67688,67.064285,576.397522,408.230042,64.872673,651.381348,402.838593,59.166763,0,0.02,1,0
1234,'2017/02/12 15:46:14:463',5,380.617004,396.114563,49.288918,316.326843,421.514679,70.224754,262.611511,428.020721,73.125427,219.230453,430.303223,58.522385,188.701874,421.69104,55.89257,425.975586,392.705841,47.646328,502.90802,410.508728,64.535034,537.965759,410.68457,67.062904,576.432495,408.211761,64.871231,651.309082,402.821289,59.165489,0,0.02,1,0
1235,'2017/02/12 15:46:14:513',5,380.422058,396.689087,49.325356,315.743164,421.68927,70.143127,261.739563,427.986084,73.012077,218.524063,429.337219,58.519562,188.378998,420.933105,55.794792,425.884644,392.705017,47.634933,502.960144,410.52121,64.535095,537.960632,410.704071,67.060471,576.478638,408.193146,64.870209,651.27655,402.717651,59.166351,0,0.02,1,0
1236,'2017/02/12 15:46:14:564',5,380.35791,397.15451,49.345306,315.248047,421.974274,70.037697,260.919373,428.107208,72.876404,218.19136,429.050018,58.374649,188.245148,420.615448,55.631439,425.768738,392.664307,47.617092,503.046265,410.466309,64.539726,537.92926,410.726257,67.057022,576.401245,408.185028,64.866714,651.240356,402.67395,59.166817,0,0.02,1,0
1237,'2017/02/12 15:46:14:614',5,380.279175,397.476624,49.374554,314.805298,422.102783,69.99501,260.250244,428.116852,72.816071,217.765442,428.811554,58.326267,187.963058,420.375305,55.541756,425.729919,392.577454,47.59267,503.244751,410.318665,64.535934,538.00647,410.629272,67.041985,576.35498,408.131165,64.843491,651.393311,402.436432,59.150002,0,0.02,1,0
1238,'2017/02/12 15:46:14:662',5,379.899536,397.507324,49.359646,314.553314,421.986847,69.975899,259.911163,428.200104,72.782364,217.467209,428.872192,58.336853,187.451584,420.461975,55.55061,425.824188,392.358521,47.518005,503.532227,410.006073,64.499588,538.299683,410.265137,67.002548,576.516968,407.747437,64.799637,651.572998,401.935333,59.114296,0,0.02,1,0
1239,'2017/02/12 15:46:14:713',5,380.329681,397.439606,49.354446,314.572998,422.096527,69.997162,259.888519,428.231903,72.81604,217.143524,428.523132,58.409485,187.071136,420.100525,55.632507,425.898468,392.219482,47.470692,503.730255,409.692993,64.468117,538.434998,409.993408,66.960159,576.69043,407.407227,64.756882,651.770325,401.524414,59.068172,0,0.02,1,0
1240,'2017/02/12 15:46:14:763',5,380.575531,397.308594,49.339592,314.589081,422.296997,69.964844,259.821442,428.550629,72.773422,216.854828,428.220703,58.384918,186.779327,419.679474,55.629436,425.97699,392.109161,47.432091,503.880768,409.39267,64.428009,538.465332,409.73526,66.903595,576.8797,407.02002,64.701096,652.026367,401.025085,59.001743,0,0.02,1,0
1241,'2017/02/12 15:46:14:818',5,380.237305,397.153473,49.133278,315.216003,422.02124,69.857269,260.697205,428.235046,72.749603,217.04245,428.705872,58.350563,186.562698,420.236511,55.643616,426.045929,391.996582,47.39621,503.991516,409.158447,64.393372,538.576904,409.465637,66.858932,577.021973,406.661621,64.653641,652.271606,400.567383,58.943878,0,0.02,1,0
1242,'2017/02/12 15:46:14:864',5,380.222992,397.009888,48.92231,315.82373,421.779236,69.746796,261.543945,428.164551,72.691246,217.320755,429.079987,58.302891,186.505936,420.648407,55.64867,426.031433,391.864197,47.359951,504.07782,408.969727,64.372154,538.546509,409.322144,66.825119,577.083252,406.431396,64.620338,652.406799,400.270813,58.90485,0,0.02,1,0
1243,'2017/02/12 15:46:14:912',5,380.775238,396.68396,48.761219,316.352356,421.436432,69.677826,262.265503,428.023163,72.660156,217.90181,429.359131,58.275303,186.828873,420.871368,55.690762,426.015228,391.678253,47.272671,504.194153,408.594177,64.293259,538.590149,408.957092,66.733192,577.066101,406.048615,64.520164,652.515625,399.760132,58.804268,0,0.02,1,0
1244,'2017/02/12 15:46:14:963',5,380.845551,396.586365,48.676201,316.577576,421.244507,69.643845,262.594727,427.911133,72.650124,218.169052,429.484497,58.268875,187.001709,420.995178,55.720837,426.017426,391.570526,47.212769,504.227203,408.322449,64.242508,538.611145,408.730835,66.671585,576.950928,405.942383,64.445076,652.63916,399.389099,58.739525,0,0.02,1,0
1245,'2017/02/12 15:46:15:014',5,381.16507,396.563751,48.666576,316.481049,421.155334,69.621834,262.52771,427.876587,72.626259,218.272736,429.20282,58.248409,187.23967,420.900909,55.689236,426.074371,391.435547,47.150711,504.12854,408.152618,64.195404,538.510742,408.579437,66.623276,576.820313,405.857178,64.39492,652.62561,399.221252,58.705032,0,0.02,1,0
1246,'2017/02/12 15:46:15:065',5,381.641724,396.485382,48.64727,316.416565,421.030029,69.591721,262.546387,427.799957,72.594955,218.524048,429.155701,58.183456,187.53009,420.852844,55.635227,426.088654,391.283997,47.101112,504.172119,407.923645,64.144676,538.625366,408.29425,66.570732,576.918091,405.572876,64.337898,652.672729,398.986572,58.641361,0,0.02,1,0
1247,'2017/02/12 15:46:15:117',5,381.946991,396.520325,48.611481,316.360168,420.745239,69.610596,262.718048,427.554108,72.632553,218.770142,429.345856,58.158005,187.717468,420.898193,55.671669,426.009735,391.041107,47.04969,504.27298,407.59436,64.082428,538.819641,407.936981,66.500244,577.073364,405.231201,64.256851,652.763,398.74585,58.538868,0,0.02,1,0
1248,'2017/02/12 15:46:15:166',5,382.13028,396.488708,48.542133,316.753357,420.432556,69.60479,263.199402,427.051178,72.690506,219.386124,429.663025,58.150612,188.202087,421.207062,55.709526,425.947876,390.870789,46.985783,504.299133,407.299011,64.01339,538.932129,407.575439,66.428055,577.052612,404.928528,64.173515,652.832764,398.291016,58.453148,0,0.02,1,0
1249,'2017/02/12 15:46:15:224',5,382.200623,396.254608,48.438919,317.544403,420.112183,69.558937,264.147705,426.805878,72.690285,220.30806,430.087036,58.135628,188.993042,421.609467,55.744789,425.889679,390.792694,46.926407,504.130981,407.155823,63.973259,538.727905,407.465027,66.386787,576.795044,404.876556,64.132149,652.759094,398.0914,58.432335,0,0.02,1,0
1250,'2017/02/12 15:46:15:275',5,382.402954,395.979797,48.401901,317.980713,419.722595,69.566147,264.856567,426.435669,72.728767,220.979095,430.144287,58.167961,189.647766,421.579681,55.82333,425.626099,390.608643,46.862606,503.819336,407.062714,63.905563,538.463379,407.358795,66.319275,576.477051,404.791382,64.062843,652.50415,398.041809,58.369671,0,0.02,1,0
1251,'2017/02/12 15:46:15:324',5,382.729492,395.823944,48.414051,318.215057,419.568298,69.59713,265.238403,426.380005,72.76754,221.404297,430.052582,58.21833,190.166061,421.404694,55.909744,425.409698,390.494446,46.813271,503.61731,407.002808,63.861485,538.300598,407.310181,66.274605,576.283936,404.791718,64.015549,652.289429,398.119385,58.327915,0,0.02,1,0
1252,'2017/02/12 15:46:15:381',5,382.884979,395.995605,48.4049,318.31842,419.399841,69.585075,265.361694,426.20755,72.772141,221.683868,429.978668,58.221268,190.48378,421.208801,55.947899,425.275848,390.45166,46.785851,503.486084,406.978821,63.84166,538.181763,407.299194,66.256104,576.174927,404.778931,63.99971,652.203857,398.19635,58.31546,0,0.02,1,0
1253,'2017/02/12 15:46:15:429',5,382.927368,395.969391,48.37458,318.475281,419.121246,69.557404,265.600891,426.013916,72.757019,221.969543,429.873627,58.221542,190.775009,421.021118,55.977623,425.184021,390.371094,46.76033,503.383514,406.954895,63.825356,538.100891,407.27124,66.242126,576.090271,404.755432,63.987297,652.167297,398.180237,58.306519,0,0.02,1,0
1254,'2017/02/12 15:46:15:475',5,382.678406,395.039032,48.259903,319.527863,418.292664,69.445915,266.849854,425.450623,72.700401,223.004288,429.416809,58.201641,191.608124,420.672058,55.997543,425.402802,390.127533,46.722771,503.665497,406.774536,63.785538,538.480652,407.061523,66.201057,576.406738,404.53891,63.941986,652.523987,397.936371,58.250587,0,0.02,1,0
1255,'2017/02/12 15:46:15:529',5,382.640778,395.251343,48.232876,320.000946,417.90625,69.397415,267.252014,424.999817,72.696663,223.6082,429.254486,58.216606,192.196411,420.676605,56.008831,425.804779,389.865326,46.692383,504.029114,406.586517,63.757183,538.891479,406.838013,66.174263,576.790466,404.351959,63.911034,652.933167,397.71579,58.216068,0,0.02,1,0
1256,'2017/02/12 15:46:15:578',5,382.571075,395.366425,48.13562,320.715942,417.690613,69.330284,267.989075,424.799255,72.680153,224.230896,429.185547,58.219357,192.733292,420.595947,56.04591,426.109802,389.642853,46.681389,504.585907,406.310394,63.731586,539.489502,406.552368,66.138268,577.355347,404.0755,63.863125,653.475037,397.410126,58.142647,0,0.02,1,0
1257,'2017/02/12 15:46:15:632',5,382.537598,395.575409,48.070366,321.429871,417.400665,69.250084,268.581787,424.463989,72.644272,225.050369,429.124725,58.204456,193.537491,420.666534,56.027985,426.305145,389.364166,46.690285,505.436859,406.047913,63.683506,540.421265,406.30014,66.064781,578.225098,403.853668,63.761749,654.192444,397.202515,57.982502,0,0.02,1,0
1258,'2017/02/12 15:46:15:679',5,382.884247,395.618958,47.984604,322.333282,417.091278,69.162315,269.438965,424.120941,72.602051,226.099396,429.142059,58.190018,194.546921,420.851746,56.007969,426.531799,389.192871,46.680241,505.938599,405.871948,63.64954,540.875244,406.121338,66.018936,578.762329,403.681,63.704933,654.702515,397.011963,57.89846,0,0.02,1,0
1259,'2017/02/12 15:46:15:729',5,383.215027,395.583252,47.91227,323.091156,417.001862,69.113556,270.279633,423.989014,72.610893,226.925766,429.014038,58.2146,195.34552,420.825745,56.047356,427.443756,388.781586,46.616253,506.640259,405.606689,63.591316,541.487976,405.885254,65.964958,579.479614,403.475372,63.656307,655.543884,396.784821,57.863663,0,0.02,1,0
1260,'2017/02/12 15:46:15:782',5,383.154785,395.717468,47.948521,322.906006,416.729858,69.15123,270.075317,423.718628,72.657356,227.171295,429.029053,58.241398,195.608597,420.830444,56.084618,427.853973,388.652008,46.601498,506.946869,405.509338,63.582355,541.767822,405.769562,65.960831,579.795166,403.358582,63.656281,655.912842,396.604889,57.875553,0,0.02,1,0
