@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
139,'2017/02/12 15:43:28:665',1,420.810486,416.130981,40.5215,330.125641,429.764771,64.161263,282.851563,433.919037,67.184616,237.418762,435.385193,64.665886,158.789368,435.751556,58.172886,405.009613,252.004547,59.868984,487.356873,206.49353,80.645187,555.99292,200.907074,83.35582,596.293884,216.393951,80.537056,676.113403,211.869507,72.810341,0,0,0,0
140,'2017/02/12 15:43:28:713',1,419.205963,417.577972,40.246899,330.466736,431.019073,64.053085,283.333344,434.879852,67.150063,237.738358,436.125153,64.695908,157.75206,435.929962,58.323387,405.797699,253.091263,59.758442,487.817993,206.733612,80.637939,556.080811,201.15979,83.381958,596.508606,216.780121,80.594215,676.738892,212.463928,72.902267,0,0,0,0
141,'2017/02/12 15:43:28:768',1,418.60321,418.311035,40.064293,330.742401,431.584076,63.984135,283.847473,435.785339,67.105743,238.205963,436.901031,64.686996,159.430878,438.341461,58.343891,408.00885,255.180115,59.684669,487.745483,207.068939,80.650833,555.794556,201.032928,83.442825,596.022156,217.485748,80.636398,677.80127,210.558624,73.121872,0,0,0,0
142,'2017/02/12 15:43:28:815',1,418.214203,419.284607,39.917019,331.553589,432.192291,63.953629,284.742157,436.583557,67.118073,239.18988,437.77771,64.734695,159.945847,439.445435,58.466438,407.828125,256.36557,59.76075,486.926849,207.695099,80.705841,554.815613,201.758484,83.544098,594.861511,218.704041,80.783905,677.454102,211.786377,73.340317,0,0,0,0
143,'2017/02/12 15:43:28:865',1,417.736694,419.896423,39.807083,331.659058,432.734009,63.950871,284.851501,437.566711,67.134781,239.672379,438.89798,64.761948,159.555893,440.210938,58.563313,408.289124,256.739685,59.697029,486.385651,207.964935,80.705276,553.855591,201.881683,83.603149,593.855347,219.699463,80.825035,677.209106,212.130066,73.489815,0,0,0,0
144,'2017/02/12 15:43:28:913',1,418.394653,419.442078,39.833797,332.414215,435.057007,63.835285,285.358185,439.349548,67.010689,240.128387,440.441711,64.624283,159.523682,441.042114,58.401123,408.562134,256.901978,59.663017,486.19577,207.815521,80.692093,553.245239,201.550507,83.615555,593.3573,220.150848,80.801849,677.284607,211.602966,73.539825,0,0,0,0
145,'2017/02/12 15:43:28:964',1,418.597137,419.504517,39.867271,332.072906,435.329559,63.848511,285.179138,439.636719,67.00808,239.857132,440.78479,64.614479,159.105133,441.233582,58.374603,409.039551,257.242615,59.600952,485.746124,207.81366,80.675484,552.477905,201.492767,83.64476,592.878235,220.627625,80.825676,677.260986,211.546753,73.63533,0,0,0,0
146,'2017/02/12 15:43:29:014',1,418.726746,419.471832,39.868423,331.804352,435.37851,63.857117,285.107269,439.718811,67.008049,239.647888,440.887421,64.61615,158.930969,441.265411,58.3708,409.196991,257.296326,59.58696,485.670074,207.679535,80.672241,552.305176,201.342529,83.651733,592.81958,220.682159,80.825607,677.283325,211.382935,73.649704,0,0,0,0
147,'2017/02/12 15:43:29:062',1,418.600189,419.175964,39.917553,330.426453,435.375671,63.943024,284.195313,440.178528,67.064713,238.724899,441.177795,64.678719,157.928772,441.712006,58.420021,411.102356,256.981323,59.493008,485.804871,207.197662,80.651268,552.247803,201.5867,83.703171,593.221069,221.365234,80.819916,678.154663,210.558716,73.772064,0,0,0,0
148,'2017/02/12 15:43:29:115',1,418.187683,419.103455,39.963024,329.66806,435.374023,63.990379,283.701721,440.299255,67.101868,238.196259,441.308167,64.71904,157.401093,441.953552,58.45475,412.416718,257.07486,59.436546,485.995209,207.188751,80.642349,552.285461,201.741058,83.726433,593.521057,221.501343,80.828316,678.640747,210.024567,73.833878,0,0,0,0
149,'2017/02/12 15:43:29:166',1,426.355286,418.879578,40.901318,329.725708,436.870605,64.416939,283.180969,441.761841,67.288971,238.340073,443.18866,64.670158,160.092575,444.801392,57.964317,413.186157,257.475677,59.328304,486.248291,207.380035,80.633881,552.377136,201.800995,83.733719,593.793152,221.582672,80.815063,679.077026,209.400238,73.857681,0,0,0,0
150,'2017/02/12 15:43:29:218',1,429.108337,416.928589,41.151886,327.767975,435.796448,64.623375,281.612671,441.199524,67.396286,236.751556,442.859985,64.703217,159.625931,445.499023,57.835678,414.089233,258.040497,59.204269,486.569031,207.532135,80.621338,552.554199,201.869171,83.734596,594.141907,221.532318,80.803658,679.565369,208.716309,73.870392,0,0,0,0
151,'2017/02/12 15:43:29:265',1,427.911377,416.61615,41.097958,326.608826,435.189514,64.755501,281.144867,441.066681,67.55925,235.877731,442.582764,64.923691,158.448761,445.74762,58.128708,415.416809,259.345398,58.985786,486.965393,207.638855,80.607086,552.782959,201.917938,83.742393,594.42926,221.453796,80.81488,680.173462,208.170288,73.908081,0,0,0,0
152,'2017/02/12 15:43:29:314',1,424.571808,417.187775,40.879448,325.497589,435.011444,64.778297,280.406586,441.187347,67.662308,235.1203,442.621155,65.113106,156.855255,445.775604,58.47517,416.990112,260.358765,58.855515,487.319611,207.501282,80.593414,553.036316,201.57431,83.74556,594.902954,221.254578,80.814354,680.702637,207.506256,73.922813,0,0,0,0
153,'2017/02/12 15:43:29:363',1,419.192017,418.322571,40.357437,324.785339,435.536011,64.557816,280.055359,441.579956,67.588577,234.88559,442.952301,65.169235,155.163818,445.741272,58.789444,418.709747,260.436096,58.84568,487.774109,207.072632,80.5755,553.375061,200.778137,83.752029,595.505188,220.966278,80.809937,681.377808,206.603729,73.936081,0,0,0,0
154,'2017/02/12 15:43:29:414',1,416.040771,418.26239,40.227192,323.458466,435.384796,64.485741,278.776886,441.665649,67.555588,233.856918,443.050598,65.171829,153.693436,445.640472,58.873096,418.963654,259.236633,58.910313,487.9599,207.026886,80.57283,553.48999,200.566223,83.75943,595.6651,220.942413,80.803604,681.716797,206.188049,73.937614,0,0,0,0
155,'2017/02/12 15:43:29:465',1,412.515503,418.447327,40.154602,321.003967,435.694153,64.424767,276.316833,442.078979,67.50528,231.770401,443.407654,65.132324,151.612259,445.927551,58.861412,420.49823,258.47522,59.042198,487.758057,205.641235,80.636398,552.860779,198.466003,83.894409,593.76239,219.583862,81.050888,682.161377,204.770996,74.239967,0,0,0,0
156,'2017/02/12 15:43:29:514',1,411.497986,418.696106,40.2869,318.373413,436.473236,64.463722,273.639648,442.664185,67.48558,229.222946,443.814148,65.066238,149.897293,446.648682,58.689796,418.078522,257.561523,59.996639,485.217255,202.295105,81.203232,550.747681,191.706055,84.484619,586.221436,218.7005,82.071976,679.611694,206.468018,75.446213,0,0,0,0
157,'2017/02/12 15:43:29:564',1,408.49762,419.94519,40.29525,317.769501,439.21167,64.494873,271.949646,443.882355,67.568436,228.208633,445.258606,65.132111,149.265884,448.39093,58.752579,418.293701,257.635376,60.230957,485.724976,201.723297,81.366989,552.120361,188.005219,84.522842,582.268982,218.672241,82.289497,679.265869,206.82254,75.71701,0,0,0,0
158,'2017/02/12 15:43:29:614',1,406.899445,420.853638,40.200245,319.421082,440.986938,64.35083,271.619659,444.821655,67.513527,227.222534,445.86554,65.122406,150.427002,449.220306,58.763538,418.148315,258.068939,60.369835,486.659546,201.937988,81.500946,552.484619,186.429718,84.548439,578.471802,218.53125,82.345779,678.681396,206.351898,75.76886,0,0,0,0
159,'2017/02/12 15:43:29:665',1,408.93515,422.204803,39.95528,324.597443,443.533386,64.071472,274.942719,446.711914,67.325195,230.050034,447.534393,64.977066,155.399994,452.08313,58.636395,416.445435,257.888428,60.357525,488.869629,203.870209,81.744217,553.151855,186.25824,84.691284,564.873596,198.521057,82.930283,634.555664,241.524872,67.439262,0,0,0,0
160,'2017/02/12 15:43:29:714',1,408.870117,422.675659,39.715542,324.283569,441.837769,63.914574,277.328369,446.804749,67.156662,232.446198,447.072662,64.887398,157.302551,450.516632,58.654709,416.542297,258.980347,60.397812,489.741791,205.439148,81.945786,553.882874,186.205811,84.832489,598.417603,184.311951,82.918533,634.759033,241.242889,67.771049,0,0,0,0
161,'2017/02/12 15:43:29:765',1,411.612793,422.048492,39.97102,326.03714,439.713348,64.226852,279.49234,444.788666,67.44973,234.582535,445.038544,65.184731,159.255981,447.153046,58.959156,417.720581,259.40213,60.275642,488.746216,204.287323,82.011536,556.458557,193.795715,85.30188,610.547485,190.354492,83.335632,637.1297,241.835419,68.454689,0,0,0,0
162,'2017/02/12 15:43:29:814',1,408.389709,419.869629,39.371197,327.629272,437.033905,63.829273,281.824036,442.199615,67.180321,236.180191,442.2677,65.081818,159.294983,441.034546,59.191559,417.478241,258.884766,60.23468,487.750305,203.57373,81.975037,555.587891,196.608398,85.403076,611.202026,194.572052,83.450409,637.925537,241.227478,68.639114,0,0,0,0
163,'2017/02/12 15:43:29:865',1,415.704041,419.247559,40.179626,329.332123,437.686951,63.976097,282.922577,442.336884,67.137054,237.026825,442.349243,64.863068,163.15097,440.479401,58.637177,417.022278,257.108582,60.193806,486.980743,203.763733,81.899918,553.955261,197.22644,85.398819,609.879211,195.527527,83.491966,638.484131,240.664917,68.673531,0,0,0,0
164,'2017/02/12 15:43:29:916',1,410.729187,417.507965,40.441223,327.251465,434.7612,64.162643,281.913025,440.18808,67.362885,235.695328,440.817291,65.150345,160.235626,440.694397,58.95385,418.960449,256.401306,59.483543,486.806152,205.322021,81.588745,553.832397,198.903168,85.040756,608.179504,197.020905,83.009537,641.293579,234.519867,67.745949,0,0,0,0
165,'2017/02/12 15:43:29:965',1,408.320007,416.506836,40.887363,324.847137,432.101959,64.472885,279.645142,437.276764,67.689148,234.039352,438.423401,65.454964,156.67186,439.206573,59.1703,418.655273,254.014084,58.996769,486.225372,204.96051,81.278748,552.924927,198.77536,84.742432,606.350464,205.321014,82.41964,641.818115,230.828217,67.346153,0,0,0,0
166,'2017/02/12 15:43:30:014',1,407.172119,416.101379,41.056137,323.512207,430.325867,64.639259,277.493164,434.718506,67.922661,233.368927,436.61261,65.666908,155.372101,438.656708,59.330704,419.111115,251.86644,58.783882,486.382935,203.597473,81.064804,553.794922,196.559296,84.54985,605.096802,208.529724,82.156868,643.741333,227.944427,67.485138,0,0,0,0
167,'2017/02/12 15:43:30:067',1,406.603424,416.525635,41.014671,322.915344,430.118896,64.631104,277.055054,434.7388,67.91951,232.868668,436.29538,65.682541,155.316193,437.752075,59.384819,419.55246,250.443619,58.854153,487.657928,202.374481,81.157295,555.311035,195.987976,84.632423,605.347046,209.349976,82.151245,646.188538,224.995758,67.754463,0,0,0,0
168,'2017/02/12 15:43:30:114',1,407.129089,417.288879,40.937382,321.942719,430.417603,64.494003,276.187134,435.123993,67.741844,231.862106,436.694458,65.468994,154.328751,437.819275,59.124992,420.095795,249.749573,58.993824,488.799164,201.758331,81.211151,556.501648,195.493683,84.657837,605.84021,209.21637,82.142586,647.832581,223.513885,67.839798,0,0,0,0
169,'2017/02/12 15:43:30:164',1,409.244293,418.968689,40.743725,321.901978,431.401367,64.248924,277.146973,436.859375,67.395569,231.744263,438.335724,65.097458,152.962677,439.369659,58.700935,421.178864,249.519318,59.159874,490.632446,200.728271,81.238388,558.263306,194.389343,84.626572,606.894714,207.888519,82.085777,650.413696,221.147278,67.896225,0,0,0,0
170,'2017/02/12 15:43:30:215',1,414.753387,420.565033,40.551392,326.957947,435.833313,64.240631,281.40506,440.448273,67.440125,235.850159,441.981812,65.156281,156.400269,443.813965,58.748875,433.918854,255.772675,59.651917,495.439056,202.502991,81.513863,562.200684,193.12793,84.701355,609.474304,191.822693,82.435081,657.439331,212.968292,67.822319,0,0,0,0
171,'2017/02/12 15:43:30:264',1,418.493408,420.890839,40.457386,327.409424,436.219543,64.233131,281.863068,440.970337,67.379242,236.089874,442.344513,65.058449,156.55957,443.914307,58.573586,437.352783,255.453613,59.613289,500.116211,201.010101,81.372871,566.890442,192.017853,84.563004,628.246765,236.589294,72.621887,663.780823,211.990112,67.882065,0,0,0,0
172,'2017/02/12 15:43:30:315',1,420.97641,420.580872,40.354897,327.616058,435.869537,64.253326,282.535156,440.96701,67.365715,236.519592,442.273865,65.034431,155.446106,443.605377,58.513912,434.719482,255.890823,59.618198,498.876495,199.779968,81.440178,565.841492,191.669159,84.55249,621.899292,235.801392,71.943581,659.320435,214.561401,67.331123,0,0,0,0
173,'2017/02/12 15:43:30:364',1,422.019073,420.014282,40.137131,329.033813,436.036469,64.184013,283.745697,440.933441,67.358337,237.622864,442.03595,65.081139,152.614716,442.677765,58.611359,430.998627,254.42189,59.566975,498.400574,198.151428,81.455032,565.971191,191.637665,84.582733,615.774292,233.321045,72.246681,659.222168,215.772858,67.529083,0,0,0,0
174,'2017/02/12 15:43:30:415',1,420.71344,420.018005,40.044678,329.968079,435.75769,64.065216,284.410065,440.787323,67.275902,238.321976,441.810486,65.027771,153.975967,443.125122,58.614021,428.698853,252.842636,59.414635,498.514221,197.479828,81.262863,565.940186,191.658112,84.41777,611.544128,232.930634,72.208176,660.078369,216.117249,67.736191,0,0,0,0
175,'2017/02/12 15:43:30:466',1,420.751495,419.262451,39.969467,330.386108,435.414276,64.014809,284.709595,440.671661,67.239929,238.746033,441.704407,65.001854,156.169968,443.163208,58.646164,426.25354,251.993607,59.608986,498.173767,196.701172,81.399994,565.626587,191.556885,84.552521,608.114014,230.436096,72.93676,661.620239,215.008179,68.226563,0,0,0,0
176,'2017/02/12 15:43:30:514',1,420.8479,418.834595,39.941235,330.574799,435.176178,63.990612,284.951599,440.605255,67.22036,239.060028,441.671814,64.985931,159.457535,443.928986,58.652287,425.224213,251.782806,59.718498,498.101654,196.418732,81.524475,565.453735,191.60199,84.682663,607.150635,228.756897,73.588776,664.517578,213.856812,68.637962,0,0,0,0
177,'2017/02/12 15:43:30:563',1,420.81485,418.780365,39.933083,330.67215,435.094391,63.982346,285.051178,440.571686,67.21431,239.2043,441.659454,64.979996,159.788589,443.825592,58.660576,425.048767,251.50827,59.781395,498.124634,196.484436,81.571716,565.555542,191.71109,84.734558,607.035217,228.517792,73.792641,665.483887,213.833679,68.79377,0,0,0,0
178,'2017/02/12 15:43:30:619',1,420.774658,418.790161,39.921684,330.85199,435.019958,63.970459,285.222229,440.526031,67.20607,239.500641,441.612,64.97139,160.092499,443.623993,58.672607,425.340179,251.68129,59.811749,498.092163,196.542145,81.609238,565.533569,191.831177,84.781593,606.965576,228.184662,74.01989,666.438477,213.685852,68.97715,0,0,0,0
179,'2017/02/12 15:43:30:665',1,420.559479,418.864105,39.918892,331.074707,434.903748,63.96217,285.412415,440.432587,67.201889,239.911896,441.55722,64.962471,160.457108,443.548065,58.679813,427.205719,252.543701,59.82093,498.052917,196.614838,81.62664,565.455627,191.90213,84.803459,606.960876,227.887238,74.177612,666.907898,213.580627,69.077278,0,0,0,0
180,'2017/02/12 15:43:30:715',1,420.002716,418.970367,39.91468,331.504059,434.681274,63.949295,285.606506,440.278687,67.197754,240.492523,441.488556,64.950081,160.930389,443.194427,58.699402,428.071198,253.197754,59.782894,498.035187,196.828857,81.653152,565.309814,192.069519,84.830124,606.961548,227.50116,74.369446,667.537109,213.410553,69.20311,0,0,0,0
181,'2017/02/12 15:43:30:765',1,418.963501,419.282654,39.916779,331.767273,434.626007,63.937672,285.732819,440.24826,67.191978,240.801483,441.47583,64.941605,161.335449,442.946167,58.713898,428.394348,253.572006,59.753551,498.324005,197.493042,81.695183,564.989746,192.335083,84.858429,606.960449,227.292664,74.482094,668.022156,213.26532,69.289192,0,0,0,0
182,'2017/02/12 15:43:30:814',1,418.379211,419.544739,39.912273,332.002991,434.655548,63.9263,285.914856,440.289215,67.183685,241.066925,441.550171,64.931473,161.456894,442.810425,58.720982,428.60614,253.768585,59.73214,498.452515,197.76413,81.719284,564.668701,192.442871,84.882233,606.959229,227.158997,74.558563,668.367737,213.178375,69.347427,0,0,0,0
183,'2017/02/12 15:43:30:864',1,418.029022,419.761719,39.906643,332.163177,434.722473,63.919167,286.029419,440.345703,67.178574,241.176605,441.59082,64.927353,161.264709,442.772095,58.722363,428.722839,253.83432,59.730705,498.495361,197.81665,81.728004,564.263245,192.335449,84.90197,606.958496,227.09433,74.596764,668.70752,213.041534,69.388092,0,0,0,0
184,'2017/02/12 15:43:30:915',1,417.842255,419.895874,39.891205,332.288208,434.772125,63.91431,286.13385,440.412933,67.173904,241.191483,441.591248,64.927307,160.962372,442.747009,58.722969,428.793213,253.876663,59.728748,498.559937,197.903229,81.738457,564.141296,192.362274,84.913315,606.957886,227.041443,74.62854,669.12561,212.871063,69.427269,0,0,0,0
185,'2017/02/12 15:43:30:964',1,416.98288,420.27124,39.901199,332.344971,434.773071,63.911545,286.206299,440.437683,67.171013,241.173615,441.576874,64.92868,160.246307,442.605865,58.722778,429.149811,254.098694,59.718941,498.63623,197.965027,81.750092,563.937866,192.435028,84.931213,606.957153,226.97644,74.668167,669.444458,212.807922,69.453751,0,0,0,0
186,'2017/02/12 15:43:31:014',1,415.988373,420.749359,39.960201,332.535156,434.70697,63.907585,286.149963,440.413849,67.171768,241.212418,441.583435,64.927849,159.479004,442.416656,58.721554,429.536682,254.222031,59.717724,498.660126,198.001007,81.756546,563.683899,192.405579,84.946053,606.956787,226.940857,74.690079,669.57251,212.814117,69.465042,0,0,0,0
187,'2017/02/12 15:43:31:065',1,415.189606,421.08786,40.026279,332.843994,434.57901,63.901302,285.942078,440.333557,67.176285,241.273605,441.592377,64.926338,158.560089,442.313049,58.714211,430.004272,254.319382,59.727398,498.669373,198.002991,81.760826,563.303101,192.238068,84.96434,606.956421,226.909607,74.709427,669.671021,212.809631,69.478157,0,0,0,0
188,'2017/02/12 15:43:31:115',1,414.559967,421.180817,40.082184,332.967285,434.466339,63.898914,285.536743,440.108002,67.187172,241.261139,441.564117,64.927734,158.278137,442.263733,58.713329,429.868042,254.369659,59.694977,498.44754,197.723419,81.762894,563.018311,192.023315,84.978317,606.951904,226.731018,74.774193,669.766663,212.779419,69.500801,0,0,0,0
189,'2017/02/12 15:43:31:167',1,414.113159,421.163971,40.125839,332.854126,434.352112,63.901695,285.297363,440.018311,67.191956,241.121918,441.479675,64.933937,158.341187,442.335205,58.712887,429.763031,254.278366,59.691654,498.273315,197.488464,81.761711,562.823669,191.838989,84.988602,606.923828,226.390594,74.883186,669.960083,212.621735,69.563095,0,0,0,0
190,'2017/02/12 15:43:31:215',1,413.634613,421.256073,40.163147,332.426819,434.218384,63.910919,285.143433,439.961121,67.195358,240.957703,441.40155,64.940262,158.522919,442.381866,58.71463,429.670288,254.142761,59.69849,498.102295,197.261536,81.757904,562.551636,191.40155,84.996231,606.899292,226.220215,74.950172,670.133789,212.459717,69.630013,0,0,0,0
191,'2017/02/12 15:43:31:265',1,413.044525,421.446747,40.208038,331.614258,434.136353,63.928062,285.14325,439.951294,67.195328,240.800827,441.346588,64.945549,158.653671,442.357513,58.717926,429.476685,254.035645,59.698845,497.986633,197.077118,81.754997,562.362549,190.886902,84.999512,606.795654,225.823273,75.074013,670.236694,212.308044,69.694229,0,0,0,0
192,'2017/02/12 15:43:31:314',1,412.984131,422.046112,40.254913,330.9776,435.421631,63.999886,286.256775,440.877563,67.256638,241.329529,441.986755,65.043068,159.789413,443.270752,58.832794,429.341064,253.888321,59.662273,498.750549,197.361145,81.775223,563.033569,190.907227,85.025894,606.904663,225.275848,75.353149,671.108032,212.210846,69.899933,0,0,0,0
193,'2017/02/12 15:43:31:366',1,417.28363,423.264557,40.566681,332.89743,439.218109,64.193741,288.523773,444.089874,67.410095,243.134048,445.031952,65.167999,163.245911,447.000458,58.835842,428.53064,253.533661,59.58736,498.635132,197.226166,81.771545,563.49231,191.148163,85.042282,606.890808,224.917725,75.513405,671.554199,211.869568,70.068542,0,0,0,0
194,'2017/02/12 15:43:31:416',1,420.08905,422.741119,40.788929,329.96167,440.112,64.451141,288.350403,445.492615,67.581718,241.903717,446.088593,65.334312,164.235001,449.245209,58.884922,428.11969,253.605682,59.504131,498.154724,196.905304,81.759552,561.841187,188.563782,85.022278,606.916626,224.676483,75.633263,671.917847,210.942108,70.329048,0,0,0,0
195,'2017/02/12 15:43:31:466',1,418.363953,423.370239,40.76461,327.843872,440.198151,64.586609,287.572693,445.699707,67.739151,240.805511,446.229126,65.543251,163.104919,449.368683,59.171837,429.333771,254.400223,59.505524,495.260376,194.688202,81.622253,561.549133,188.133911,85.024132,607.004211,224.74173,75.639885,672.081787,210.593719,70.429161,0,0,0,0
196,'2017/02/12 15:43:31:515',1,417.696503,423.211914,40.794109,326.211639,440.016388,64.703201,286.78363,445.585632,67.859337,239.980972,446.177185,65.681259,162.455994,449.421448,59.340721,436.7117,259.117371,59.429646,494.288635,193.633698,81.546936,562.093872,187.979279,85.034416,607.779785,224.978577,75.65094,672.998108,210.535736,70.524178,0,0,0,0
197,'2017/02/12 15:43:31:564',1,416.222778,422.7724,40.711796,325.132874,439.172791,64.740517,286.04895,444.799164,67.929466,239.471252,445.38324,65.784912,161.823685,448.569427,59.516273,440.884766,259.905151,59.271084,496.4505,195.917328,81.642113,565.130188,189.488159,85.152695,611.203674,226.591736,75.654549,676.689575,211.854889,70.635498,0,0,0,0
198,'2017/02/12 15:43:31:615',1,415.847931,421.031403,40.615494,324.256958,437.381439,64.61454,285.254211,443.164459,67.793953,238.951492,443.836945,65.637238,161.483414,446.808319,59.368179,429.582825,240.040283,65.194046,500.121643,204.342529,84.697647,565.000854,199.022827,87.806183,611.531006,215.528046,81.954529,681.00354,205.210205,75.823074,0,0,0,0
199,'2017/02/12 15:43:31:667',1,414.60376,422.891022,41.502312,322.981598,437.276398,64.861641,283.94397,442.947601,67.922684,237.540253,443.060303,65.689621,160.228317,444.078156,59.273918,428.607025,244.278137,71.649033,497.85498,199.48761,88.222275,566.669922,198.092957,90.346161,626.705933,173.093109,86.862144,603.539124,234.232574,66.768524,0,0,0,0
200,'2017/02/12 15:43:31:716',1,418.540436,423.035339,41.577984,319.637634,435.048462,65.183723,281.492462,441.345642,68.130707,235.155853,442.270142,65.795944,157.466476,444.584351,59.184845,421.485291,242.69455,66.659988,497.172424,200.068298,85.335663,562.135986,200.209381,87.343925,623.79657,188.831848,85.335678,643.553345,224.877014,71.815941,0,0,0,0
201,'2017/02/12 15:43:31:769',1,421.781097,425.159302,41.208672,319.412476,435.574158,65.216072,281.337402,441.456879,68.186569,234.962189,442.318542,65.877625,155.428009,444.108368,59.312077,401.550781,244.151413,62.168976,496.031311,201.325623,84.079224,559.492188,202.532928,86.074966,615.969238,198.423889,84.657845,629.092285,235.571014,68.656647,0,0,0,0
202,'2017/02/12 15:43:31:815',1,423.140137,425.100891,41.201618,318.757599,436.167206,65.037163,280.324341,441.817535,67.95636,234.236847,442.556763,65.588486,153.759171,443.548889,58.937992,399.504791,246.474121,61.508797,495.379944,203.212952,83.720444,558.973083,202.626526,85.942657,612.302307,200.949951,84.31752,625.764038,237.373016,68.025642,0,0,0,0
203,'2017/02/12 15:43:31:866',1,432.713257,421.158173,41.413956,318.071411,435.823151,65.166634,280.071686,442.023865,68.005211,233.968399,443.691345,65.531555,153.680069,447.534302,58.645191,402.698486,248.826508,61.305569,494.823181,205.022095,83.300278,558.65033,203.267792,85.733696,610.956299,201.760803,84.027069,624.64978,238.975311,67.560013,0,0,0,0
204,'2017/02/12 15:43:31:915',1,435.088135,418.769623,41.441891,318.167175,436.482758,65.13652,280.826141,442.892059,67.924065,233.938431,443.834442,65.453125,153.396896,448.224091,58.492554,406.207336,250.175125,61.437714,494.054657,207.435638,82.877762,557.389526,204.746796,85.479675,609.186218,202.681122,83.736916,624.295349,239.299103,67.63266,0,0,0,0
205,'2017/02/12 15:43:31:968',1,432.840027,419.039032,41.305962,318.687561,436.764923,65.084297,281.778717,443.302917,67.912613,234.771866,443.914825,65.509247,152.796677,448.334106,58.670269,408.064789,250.683884,61.51926,493.605682,209.583038,82.580124,556.778992,204.639984,85.430176,608.06665,203.219299,83.566803,624.214355,239.395386,67.597832,0,0,0,0
206,'2017/02/12 15:43:32:016',1,425.067474,419.960022,40.563427,320.456451,436.679047,64.765594,283.527405,443.062622,67.779457,237.094315,443.545319,65.572609,151.901627,447.23526,59.164997,410.21405,251.178162,61.636559,493.478516,210.783539,82.404289,556.246155,204.378906,85.407753,607.405273,203.178894,83.495178,624.154602,239.446381,67.580765,0,0,0,0
207,'2017/02/12 15:43:32:065',1,423.953278,420.033936,40.646687,321.32193,436.219177,64.872147,283.810211,442.625793,67.918343,238.086258,443.252502,65.712463,152.221054,446.729065,59.3634,411.599487,251.403687,61.717495,493.290619,211.494019,82.291649,555.857849,204.531677,85.349335,606.993896,203.142944,83.451103,624.106323,239.483948,67.571289,0,0,0,0
208,'2017/02/12 15:43:32:114',1,426.074005,419.019806,41.154842,321.14566,435.076019,65.272911,282.993378,441.824707,68.260208,237.874725,442.515381,65.961075,152.925034,447.167969,59.439381,413.661804,251.720627,61.852821,493.130432,211.633209,82.244537,555.254944,205.286591,85.208672,606.209717,203.209412,83.368927,624.059387,239.510101,67.566055,0,0,0,0
209,'2017/02/12 15:43:32:166',1,425.876892,418.459137,41.221802,321.177765,435.055023,65.324135,282.852142,441.78772,68.30584,237.876434,442.442963,65.994949,152.938263,447.114136,59.457249,417.213928,252.37738,62.053326,493.328735,211.923096,82.174255,555.146606,205.971039,85.101639,605.812134,203.65509,83.277252,624.588623,239.754822,67.558563,0,0,0,0
210,'2017/02/12 15:43:32:216',1,425.462341,418.328796,41.251995,320.934296,435.021667,65.33123,282.50531,441.743835,68.307335,237.619202,442.318817,65.991348,152.63031,446.763123,59.448021,420.327942,253.692764,61.920914,493.897125,213.06842,81.982071,556.171753,207.386017,84.944672,606.714478,205.135803,83.10434,626.597656,240.635925,67.408783,0,0,0,0
211,'2017/02/12 15:43:32:265',1,423.26767,418.436279,41.243065,319.880981,435.255707,65.26561,281.36676,441.651154,68.2379,236.292206,442.005859,65.934784,151.039795,444.993469,59.42131,419.383209,253.844803,61.623775,493.451111,213.158112,81.895531,555.825256,207.410919,84.8862,606.80957,205.744415,83.019341,627.289307,240.949341,67.354416,0,0,0,0
212,'2017/02/12 15:43:32:315',1,421.920258,418.754272,41.278145,319.10849,435.78244,65.2435,280.702026,441.945679,68.211746,235.243271,442.419128,65.914093,150.511353,444.445801,59.41222,419.423828,253.949036,61.502056,493.241364,213.18808,81.850319,555.316467,207.151001,84.868744,606.710938,205.980957,82.97168,627.62439,241.108063,67.326218,0,0,0,0
213,'2017/02/12 15:43:32:364',1,417.190735,419.777527,40.869698,317.102539,436.183777,64.993141,278.955383,442.476044,68.027061,233.336761,442.951569,65.803581,148.648865,445.197021,59.422112,419.747803,254.073441,61.454937,493.034454,213.171967,81.818573,554.847046,206.815247,84.868042,606.57428,206.080139,82.94101,627.817749,241.204254,67.308731,0,0,0,0
